Date,Dow,France,Germany,S&P 500,Hong Kong,NASDAQ,Korea,Japan,Shanghai,Philadelphia,Taiwan,Future,OpenChange,selfDef,kMeans
2013/9/30,-0.84,-0.48,-0.77,-0.6,-1.5,-0.27,-0.74,-2.06,0.68,0.0,-0.69,-0.76,0.12,0,0
2013/10/8,-1.07,0.67,-0.42,-1.23,0.89,-2.0,0.42,0.3,1.08,-1.67,0.5,0.59,-23.4,1,1
2013/10/11,0.73,1.7,0.45,0.63,1.16,0.83,1.17,1.48,1.7,0.18,0.06,0.28,-9.38,0,0
2013/10/15,-0.87,1.5,0.92,-0.71,0.51,-0.56,1.02,0.26,-0.19,-0.89,1.14,0.72,16.15,0,0
2013/10/16,1.36,0.27,0.47,1.38,-0.46,1.2,-0.31,0.18,-1.81,1.02,-0.43,-0.12,58.7,3,3
2013/10/17,-0.01,0.62,-0.38,0.67,-0.57,0.62,0.29,0.83,-0.21,0.7,0.51,0.37,41.65,3,3
2013/10/18,0.18,1.92,0.6,0.65,1.06,1.32,0.58,-0.17,0.24,0.27,0.79,0.62,15.49,0,0
2013/10/21,-0.05,0.7,0.02,0.01,0.42,0.15,0.03,0.91,1.62,0.32,-0.26,-0.19,-11.7,0,0
2013/10/22,0.49,0.65,0.9,0.57,-0.52,0.24,0.15,0.13,-0.83,-0.18,-0.01,0.17,1.53,0,0
2013/10/23,-0.35,-0.06,-0.31,-0.47,-1.36,-0.57,-0.99,-1.95,-1.25,-3.35,-0.29,-0.65,-29.17,1,1
2013/10/24,0.62,0.61,0.68,0.33,-0.71,0.56,0.54,0.42,-0.86,0.82,0.24,0.38,-33.41,1,1
2013/10/25,0.39,0.29,0.06,0.44,-0.6,0.37,-0.6,-2.75,-1.45,0.44,-0.8,-0.85,18.81,0,0
2013/10/28,-0.01,0.22,-0.08,0.13,0.48,-0.08,0.68,2.19,0.04,0.64,0.73,0.82,-12.98,0,0
2013/10/29,0.72,0.99,0.48,0.56,0.18,0.31,0.18,-0.49,-0.23,1.51,0.16,0.25,8.42,0,0
2013/10/30,-0.39,0.75,-0.13,-0.49,2.0,-0.55,0.38,1.23,1.48,-0.53,0.52,0.39,-27.3,1,1
2013/10/31,-0.47,0.83,0.26,-0.38,-0.42,-0.28,-1.43,-1.2,-0.87,0.55,-0.18,-0.15,24.41,3,3
2013/11/1,0.45,0.43,-0.29,0.29,0.19,0.06,0.46,-0.88,0.37,-0.33,-0.73,-0.43,-16.35,0,0
2013/11/5,-0.13,-0.55,-0.31,-0.28,-0.65,0.08,-0.56,0.17,0.35,-0.31,-1.1,-0.84,12.87,0,0
2013/11/6,0.82,1.27,0.35,0.43,-0.01,-0.2,-0.01,0.79,-0.82,0.35,0.24,0.02,16.09,0,0
2013/11/7,-0.97,0.36,0.44,-1.32,-0.68,-1.9,-0.48,-0.76,-0.48,-1.92,0.02,-0.15,-48.41,1,1
2013/11/8,1.08,-0.21,-0.03,1.34,-0.6,1.6,-0.96,-1.0,-1.09,1.17,-0.65,-0.41,-0.69,0,0
2013/11/11,0.14,1.84,0.33,0.07,1.43,0.01,-0.38,1.3,0.16,-0.12,-0.57,-0.35,51.06,3,3
2013/11/12,-0.21,0.24,-0.34,-0.24,-0.73,0.0,0.92,2.23,0.82,0.64,0.16,0.26,4.0,0,0
2013/11/13,0.45,-0.56,-0.24,0.81,-1.91,1.16,-1.6,-0.15,-1.83,0.87,-1.11,-1.31,33.56,3,3
2013/11/14,0.35,1.67,1.05,0.48,0.82,0.18,0.2,2.12,0.6,-0.51,0.38,0.21,33.99,3,3
2013/11/15,0.54,0.81,0.21,0.42,1.69,0.33,1.94,1.95,1.68,0.7,0.52,0.43,24.73,3,3
2013/11/18,0.09,1.14,0.62,-0.37,2.73,-0.93,0.26,-0.01,2.87,-0.93,0.18,0.34,23.54,3,3
2013/11/19,-0.06,-0.11,-0.35,-0.2,-0.01,-0.44,1.04,-0.25,-0.19,-1.26,0.84,0.73,-9.9,0,0
2013/11/20,-0.41,0.09,0.1,-0.36,0.18,-0.26,-0.71,-0.33,0.62,-0.45,-0.67,-0.33,-6.6,0,0
2013/11/21,0.69,0.12,-0.07,0.81,-0.51,1.22,-1.16,1.92,-0.04,1.74,-1.28,-1.57,8.53,0,0
2013/11/22,0.34,1.32,0.25,0.5,0.49,0.57,0.62,0.1,-0.43,0.08,0.21,0.1,66.12,3,3
2013/11/25,0.05,1.2,0.88,-0.13,-0.05,0.07,0.49,1.54,-0.47,-0.12,0.87,1.34,13.19,0,0
2013/11/26,0.0,-0.31,-0.11,0.01,-0.01,0.58,0.33,-0.67,-0.14,0.86,0.74,0.7,39.61,3,3
2013/11/27,0.15,0.36,0.66,0.25,0.53,0.67,0.31,-0.42,0.82,0.33,0.58,0.65,24.77,3,3
2013/11/29,-0.07,0.13,0.19,-0.08,0.39,0.37,-0.04,-0.41,0.05,0.05,0.53,0.6,22.41,3,3
2013/12/2,-0.48,-0.2,-0.04,-0.27,0.66,-0.36,-0.69,-0.04,-0.59,-0.17,0.09,-0.14,-6.87,0,0
2013/12/3,-0.59,-2.36,-1.9,-0.32,-0.53,-0.2,-1.05,0.6,0.69,0.35,-0.26,-0.02,-13.11,0,0
2013/12/4,-0.16,-0.57,-0.9,-0.13,-0.76,0.02,-1.12,-2.17,1.31,-0.48,0.3,0.33,12.53,0,0
2013/12/5,-0.43,-0.49,-0.61,-0.43,-0.07,-0.12,-0.1,-1.5,-0.21,0.23,-0.5,-0.65,-2.93,0,0
2013/12/6,1.26,0.72,0.96,1.12,0.13,0.73,-0.22,0.81,-0.44,1.11,-0.09,0.07,72.04,3,4
2013/12/9,0.03,1.26,0.25,0.18,0.29,0.15,1.01,2.29,0.05,0.23,0.92,0.86,7.19,0,0
2013/12/10,-0.33,-0.45,-0.88,-0.32,-0.28,-0.2,-0.35,-0.25,-0.03,-0.28,-0.01,-0.01,7.57,0,0
2013/12/11,-0.81,-0.1,-0.41,-1.13,-1.71,-1.4,-0.78,-0.62,-1.49,-1.0,-0.11,-0.26,-28.15,1,1
2013/12/12,-0.66,-0.4,-0.66,-0.38,-0.51,-0.14,-0.51,-1.12,-0.06,-0.85,-0.86,-0.47,-6.32,0,0
2013/12/13,0.1,0.08,-0.12,-0.01,0.12,0.06,-0.26,0.4,-0.31,-0.06,0.19,0.06,-8.11,0,0
2013/12/16,0.82,1.64,1.74,0.63,-0.56,0.71,-0.09,-1.62,-1.6,1.31,-0.75,-0.71,38.11,3,3
2013/12/17,-0.06,0.42,-0.86,-0.31,-0.2,-0.14,0.23,0.83,-0.45,0.98,0.47,0.34,8.82,0,0
2013/12/18,1.84,1.0,1.06,1.66,0.32,1.15,0.45,2.02,-0.13,0.75,-0.05,-0.28,51.35,3,3
2013/12/19,0.07,1.95,1.68,-0.06,-1.1,-0.29,0.05,1.74,-0.95,-0.63,0.7,0.72,-7.19,0,0
2013/12/20,0.26,1.21,0.69,0.48,-0.33,1.15,0.39,0.07,-2.02,0.83,0.01,0.27,32.63,3,3
2013/12/27,-0.01,1.62,1.06,-0.03,0.27,-0.25,0.15,0.03,1.36,0.02,0.58,0.49,17.09,0,0
2013/12/30,0.16,0.9,-0.39,-0.02,0.01,-0.06,0.45,0.69,-0.18,0.3,1.04,0.96,13.07,0,0
2014/1/6,-0.27,-0.03,-0.08,-0.25,-0.58,-0.44,0.37,-2.35,-1.8,-0.55,-0.54,-0.16,15.35,0,0
2014/1/7,0.64,0.97,0.83,0.61,0.13,0.96,0.32,-0.59,0.08,0.7,0.14,0.29,36.31,3,3
2014/1/8,-0.41,1.06,-0.09,-0.02,1.25,0.3,-0.02,1.94,-0.15,1.58,0.51,0.42,-0.21,0,0
2014/1/9,-0.11,-0.48,-0.8,0.03,-0.91,-0.23,-0.66,-1.5,-0.82,-0.8,-0.48,-0.65,44.5,3,3
2014/1/10,-0.05,0.82,0.55,0.23,0.26,0.44,-0.39,0.2,-0.71,0.42,0.17,0.13,58.14,3,3
2014/1/14,0.71,0.64,0.32,1.08,-0.43,1.69,-0.15,-3.08,0.86,2.26,-0.21,-0.28,19.67,0,3
2014/1/15,0.66,2.77,2.03,0.52,0.49,0.76,0.37,2.5,-0.17,0.85,0.64,0.74,50.99,3,3
2014/1/16,-0.39,0.83,-0.17,-0.13,0.37,0.09,0.21,-0.39,0.02,-0.58,0.11,0.09,16.38,0,0
2014/1/17,0.25,0.34,0.26,-0.39,0.64,-0.5,-0.66,-0.08,-0.93,-0.54,-0.19,-0.14,18.15,0,0
2014/1/21,-0.27,0.23,0.15,0.28,0.45,0.67,0.52,0.99,0.86,0.62,-0.25,0.0,-0.92,0,0
2014/1/22,-0.25,0.18,-0.1,0.06,0.21,0.41,0.33,0.16,2.16,1.1,0.3,0.16,19.26,0,0
2014/1/23,-1.07,-0.63,-0.92,-0.89,-1.51,-0.57,-1.16,-0.79,-0.47,-1.09,-0.35,-0.44,-13.61,0,0
2014/1/24,-1.96,-2.46,-2.48,-2.09,-1.25,-2.15,-0.36,-1.94,0.6,-2.33,0.04,0.26,-78.83,1,1
2014/2/7,1.06,2.52,0.49,1.33,1.0,1.69,0.77,2.17,0.56,1.64,0.92,0.76,29.07,3,3
2014/2/10,0.05,1.55,-0.13,0.16,-0.27,0.54,0.04,1.77,2.03,0.51,0.05,0.19,21.91,3,3
2014/2/12,-0.19,1.36,0.65,-0.03,1.47,0.24,0.2,0.56,0.3,0.85,0.95,0.81,-4.65,0,0
2014/2/13,0.4,0.58,0.6,0.58,-0.54,0.94,-0.46,-1.79,-0.55,1.19,-0.51,-0.47,56.84,3,3
2014/2/14,0.79,1.5,0.68,0.48,0.6,0.08,0.69,-1.53,0.83,0.56,0.54,0.75,24.15,3,3
2014/2/18,-0.15,0.02,0.03,0.12,0.23,0.68,0.03,3.13,-0.77,0.24,0.43,0.42,8.83,0,0
2014/2/19,-0.56,0.84,0.0,-0.65,0.34,-0.82,-0.2,-0.52,1.11,-0.08,0.24,-0.06,-21.74,1,1
2014/2/20,0.58,0.98,-0.43,0.6,-1.19,0.7,-0.64,-2.15,-0.18,0.72,-0.61,-0.74,46.67,3,3
2014/2/21,-0.19,2.08,0.4,-0.19,0.78,-0.1,1.41,2.88,-1.17,-0.51,0.91,1.2,1.75,0,0
2014/2/24,0.64,1.51,0.54,0.62,-0.8,0.69,-0.45,-0.19,-1.75,0.38,-0.48,-0.45,20.53,3,3
2014/2/25,-0.17,0.93,-0.1,-0.13,-0.32,-0.13,0.81,1.44,-2.04,-0.5,0.18,0.28,-6.58,0,0
2014/2/26,0.12,0.31,-0.39,0.0,0.54,0.1,0.3,-0.54,0.35,0.67,0.29,0.41,25.65,3,3
2014/3/3,-0.94,-1.75,-3.44,-0.74,-1.47,-0.72,-0.77,-1.27,0.92,-0.64,-0.44,-0.68,-18.4,0,1
2014/3/4,1.41,2.5,2.46,1.53,0.7,1.75,-0.54,0.47,-0.18,1.77,-0.55,-0.15,67.65,3,3
2014/3/5,-0.22,1.23,-0.49,-0.01,-0.34,0.14,0.88,1.2,-0.89,0.21,0.92,0.78,27.36,3,3
2014/3/6,0.38,0.9,0.01,0.17,0.55,-0.13,0.22,1.59,0.32,0.65,0.94,0.88,40.95,3,3
2014/3/7,0.19,-0.81,-2.01,0.05,-0.19,-0.37,-0.05,0.92,-0.08,-0.11,0.0,0.13,-7.53,0,0
2014/3/10,-0.21,0.15,-0.91,-0.05,-1.75,-0.04,-1.03,-1.01,-2.86,-0.2,-0.56,-0.31,29.72,3,3
2014/3/11,-0.41,0.07,0.46,-0.51,0.02,-0.63,0.48,0.69,0.1,-0.55,0.43,0.45,-30.93,1,1
2014/3/12,-0.07,-0.87,-1.28,0.03,-1.65,0.37,-1.6,-2.59,-0.17,0.85,-0.2,-0.59,53.08,3,3
2014/3/13,-1.41,-0.53,-1.86,-1.17,-0.67,-1.46,0.1,-0.1,1.07,-1.7,0.73,0.94,-50.06,1,1
2014/3/14,-0.27,-0.8,0.43,-0.28,-1.0,-0.35,-0.75,-3.3,-0.73,-0.47,-0.69,-0.56,9.63,0,0
2014/3/17,1.13,2.11,1.37,0.96,-0.3,0.81,0.4,-0.35,0.96,1.25,0.14,0.1,47.28,3,3
2014/3/18,0.55,2.38,0.67,0.72,0.51,1.25,0.66,0.94,0.08,1.35,0.37,0.32,13.08,0,0
2014/3/19,-0.7,1.34,0.37,-0.61,-0.07,-0.59,-0.13,0.36,-0.17,-0.09,-0.49,-0.37,-50.87,1,1
2014/3/20,0.67,0.76,0.21,0.6,-1.79,0.27,-0.94,-1.65,-1.4,1.9,-1.06,-1.2,45.49,3,3
2014/3/24,-0.16,-1.08,-1.65,-0.49,1.91,-1.18,0.55,1.77,0.91,-0.46,0.33,0.33,-16.19,0,0
2014/3/25,0.56,1.8,1.63,0.44,-0.52,0.19,-0.22,-0.36,0.05,0.77,0.98,0.67,51.73,3,3
2014/3/26,-0.6,2.26,1.18,-0.7,0.72,-1.43,1.19,0.37,-0.18,-1.11,0.55,0.61,0.29,0,0
2014/3/27,-0.03,0.57,0.03,-0.19,-0.24,-0.54,0.7,1.01,-0.83,-0.78,0.48,0.48,0.34,0,0
2014/3/28,0.36,1.19,1.44,0.46,1.06,0.11,0.15,0.5,-0.24,0.73,-0.06,-0.22,28.29,3,3
2014/3/31,0.82,0.08,-0.33,0.79,0.39,1.04,0.23,0.9,-0.41,1.6,0.85,0.61,-1.94,0,0
2014/4/1,0.46,0.82,0.5,0.7,1.34,1.64,0.32,-0.24,0.7,1.56,0.27,0.44,33.37,3,3
2014/4/2,0.24,0.67,0.2,0.29,0.34,0.2,0.26,1.04,0.56,-0.16,0.36,0.31,-2.51,0,0
2014/4/8,0.06,-0.17,-0.21,0.38,0.98,0.81,0.17,-1.36,1.92,1.27,0.13,0.24,24.14,3,3
2014/4/9,1.11,1.31,0.16,1.09,1.09,1.72,0.3,-2.1,0.33,1.13,0.48,0.21,33.77,3,3
2014/4/10,-1.62,-0.29,-0.54,-2.09,1.51,-3.1,0.48,0.0,1.38,-3.16,0.2,0.12,-47.97,1,1
2014/4/11,-0.89,-0.97,-1.47,-0.95,-0.79,-1.34,-0.56,-2.38,-0.18,-1.55,-0.45,-0.42,-10.82,0,0
2014/4/14,0.91,1.16,0.26,0.82,0.15,0.57,-0.02,-0.36,0.05,0.84,-0.57,-0.12,41.23,3,3
2014/4/15,0.55,0.59,-1.77,0.68,-1.6,0.29,-0.24,0.62,-1.4,0.7,0.67,0.45,4.36,0,0
2014/4/16,1.0,1.42,1.57,1.05,0.11,1.29,0.0,3.01,0.17,-0.19,0.08,0.66,18.41,0,0
2014/4/17,-0.1,1.29,0.99,0.14,0.28,0.23,-0.01,0.0,-0.3,1.85,0.23,0.27,-5.14,0,0
2014/4/22,0.4,2.08,2.02,0.41,-0.13,0.97,0.25,-0.85,0.34,0.96,0.26,0.31,34.88,3,3
2014/4/23,-0.08,0.16,-0.58,-0.22,-0.97,-0.83,-0.19,1.09,-0.26,-0.12,-0.2,-0.31,11.9,0,0
2014/4/24,0.0,0.69,0.05,0.17,0.24,0.52,-0.1,-0.97,-0.5,0.55,-0.13,0.17,0.36,0,0
2014/4/25,-0.85,0.07,-1.54,-0.81,-1.5,-1.75,-1.34,0.17,-1.0,-3.29,-1.92,-2.07,-93.98,1,2
2014/4/28,0.53,0.66,0.48,0.32,-0.41,-0.03,-0.12,-0.98,-1.62,-0.64,0.41,0.79,35.89,3,3
2014/4/30,0.27,0.83,0.2,0.3,-1.42,0.27,-0.15,0.11,0.3,0.52,-0.91,-0.91,55.42,3,3
2014/5/7,0.72,0.58,0.57,0.56,-1.05,-0.32,-1.0,-2.93,-0.89,0.09,-0.22,-0.46,31.99,3,3
2014/5/8,0.2,2.35,0.9,-0.14,0.42,-0.4,0.55,0.93,0.26,0.67,0.42,0.48,12.24,0,0
2014/5/9,0.2,0.81,-0.27,0.15,0.12,0.5,0.31,0.25,-0.21,-0.32,-0.46,-0.43,4.03,0,0
2014/5/12,0.68,0.62,1.26,0.97,1.82,1.77,0.43,-0.35,2.08,1.82,-0.91,-0.24,57.0,3,3
2014/5/13,0.12,0.93,0.54,0.04,0.41,-0.33,0.92,1.95,-0.1,-0.78,0.11,0.1,24.11,3,3
2014/5/14,-0.61,0.19,0.0,-0.47,1.03,-0.72,1.41,-0.14,-0.14,-0.87,0.65,0.6,-22.24,1,1
2014/5/15,-1.01,-0.99,-1.01,-0.94,0.66,-0.76,-0.03,-0.75,-1.12,-1.18,0.06,-0.07,-23.53,1,1
2014/5/16,0.27,0.4,-0.28,0.37,-0.08,0.52,0.16,-1.41,0.08,1.05,0.09,-0.01,13.09,0,0
2014/5/19,0.12,1.15,0.31,0.38,-0.04,0.86,0.08,-0.64,-1.05,1.05,0.13,0.14,22.18,3,3
2014/5/20,-0.83,0.77,-0.21,-0.65,0.57,-0.7,-0.19,0.49,0.15,-0.6,-0.14,0.11,6.37,0,0
2014/5/21,0.97,0.52,0.61,0.81,0.01,0.85,-0.15,-0.24,0.84,0.56,-0.29,-0.4,37.4,3,3
2014/5/22,0.06,1.2,0.24,0.24,0.51,0.55,0.36,2.11,-0.18,0.43,1.21,1.31,-8.84,0,0
2014/5/23,0.38,0.92,0.48,0.42,0.05,0.76,0.08,0.87,0.66,0.96,0.43,0.63,32.27,3,3
2014/5/27,0.42,0.74,0.49,0.6,-0.08,1.22,-0.63,0.23,-0.34,1.22,0.21,0.18,16.75,0,0
2014/5/28,-0.25,0.45,-0.02,-0.11,0.59,-0.28,0.97,0.24,0.77,0.1,0.73,0.88,1.75,0,0
2014/5/29,0.39,0.28,0.0,0.54,-0.3,0.54,-0.24,0.07,-0.47,0.22,-0.14,-0.21,21.66,3,3
2014/6/3,-0.13,0.03,-0.31,-0.04,0.91,-0.07,0.33,0.66,-0.04,0.93,0.52,0.17,11.55,0,0
2014/6/5,0.59,1.74,0.21,0.65,-0.18,1.05,-0.65,0.08,0.79,0.52,0.23,0.18,27.11,3,3
2014/6/9,0.11,1.08,0.21,0.09,0.73,0.34,-0.27,0.31,0.03,0.19,0.31,0.23,19.16,0,0
2014/6/10,0.02,0.54,0.2,-0.02,0.86,0.04,1.09,-0.85,1.08,0.29,0.65,0.45,-3.87,0,0
2014/6/11,-0.6,-0.52,-0.79,-0.35,-0.25,-0.14,0.14,0.5,0.12,0.52,0.08,0.28,-19.81,0,1
2014/6/12,-0.65,0.04,-0.11,-0.71,-0.35,-0.79,-0.15,-0.64,-0.16,-0.34,-0.27,-0.07,-11.92,0,0
2014/6/13,0.25,-0.04,-0.26,0.31,0.62,0.3,-1.03,0.83,0.93,0.99,-0.09,-0.04,-0.16,0,0
2014/6/16,0.03,0.07,-0.29,0.08,-0.08,0.24,0.14,-1.09,0.74,0.55,0.07,0.05,20.09,3,3
2014/6/17,0.16,0.59,0.37,0.22,-0.42,0.37,0.4,0.29,-0.92,0.72,0.41,0.45,17.05,0,0
2014/6/18,0.58,0.48,0.1,0.77,-0.09,0.59,-0.6,0.93,-0.54,-0.36,0.43,0.65,8.76,0,0
2014/6/19,0.09,0.74,0.74,0.13,-0.06,-0.08,0.13,1.62,-1.55,0.12,0.4,0.52,13.54,0,0
2014/6/20,0.15,-0.37,-0.17,0.17,0.11,0.2,-1.2,-0.08,0.15,0.23,-0.46,-0.5,19.27,0,0
2014/6/23,-0.06,-0.57,-0.66,-0.01,-1.68,0.01,0.35,0.13,-0.11,-0.36,-0.49,-0.14,4.0,0,0
2014/6/24,-0.7,0.53,0.17,-0.64,0.33,-0.42,0.98,0.05,0.47,-0.73,0.19,0.05,3.93,0,0
2014/6/25,0.29,-1.16,-0.71,0.49,-0.06,0.68,-0.63,-0.71,-0.41,0.38,-0.04,-0.17,31.2,3,3
2014/6/26,-0.13,-0.19,-0.64,-0.12,1.45,-0.02,0.67,0.27,0.65,-0.41,0.85,0.84,-4.05,0,0
2014/6/27,0.03,0.56,0.1,0.19,0.1,0.43,-0.33,-1.39,-0.11,0.16,-0.15,-0.25,25.61,3,3
2014/6/30,-0.15,-0.08,0.18,-0.04,-0.13,0.23,0.69,0.44,0.58,1.06,0.93,0.91,0.0,0,0
